name,current_day,middle_eastern,african,american,mexican,latin_american,italian,chinese,japanese,southern_central_asian,french,eastern_europe,central_europe,caribbean,mediterranean,indian,spanish,kosher,gluten_free,wheelchair,vegan,vegetarian,pescatarian,keto,soy,dog,covid,occasion,num_people,meal,oneDollar,twoDollar,threeDollar,fourDollar,rest_id,going
V W.,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,3.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Kourosh F.,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,8.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
J. Karim A.,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,8.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Ellen L.,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,8.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
john h.,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,6.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Musa M.,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,9.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Heba R.,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,4.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Marina E.,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,10.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Jasmine C.,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,5.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Michael H.,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,8.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,0
Aj Q.,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,6.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
April Y.,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,8.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Isabelle M.,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,6.0,breakfast,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Julee W.,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,8.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Edwina D.,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,3.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Min Z.,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,9.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Yasmine B.,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,family,2.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Emily B.,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,family,9.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Maruf K.,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,family,10.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Alan C.,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,family,7.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Zainab A.,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,family,9.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Katy H.,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,family,6.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Leigh A.,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,family,5.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Ms M.,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,family,2.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Bru B.,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,family,9.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Peter T.,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,family,7.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Andrew A.,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,family,4.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Jen J.,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,family,10.0,breakfast,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Roxie D.,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,family,9.0,breakfast,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Matt M.,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,family,10.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
S Lola L.,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,family,3.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Jiajun D.,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,family,10.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Linda T.,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,solo,1.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Rob U.,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,solo,1.0,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
John B.,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Samantha J.,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,breakfast,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Kat T.,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Alex G.,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Nadia S.,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Alexis J.,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Ramon S.,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Azucena H.,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Catharine L.,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Grace A.,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Rachael O.,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Sharon K.,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Anya B.,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,dinner,1,0,0,0,lRH_cZ08TXKnCS5FKP0Qow,1
Nikita D.,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,friends,2.0,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Kris B.,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,friends,2.0,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Izzat A.,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,friends,2.0,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Tee D.,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,friends,2.0,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Ellie B.,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,friends,2.0,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Chad H.,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,friends,2.0,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Hank D.,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,friends,2.0,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Vinh N.,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,friends,10.0,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Guy G.,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,friends,4.0,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Cameron B.,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,friends,10.0,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,0
Kevin Jiseup K.,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,friends,4.0,lunch,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Danielle V.,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,friends,4.0,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Sant A.,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,family,6.0,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,0
Jason H.,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,family,9.0,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Todd T.,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,family,5.0,lunch,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Rosanna S.,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,family,7.0,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Darius L.,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,family,8.0,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Lilli M.,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,family,7.0,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Angela P.,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Helena F.,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Matthew D.,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Ashli F.,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,,,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Jae N.,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Ariella H.,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
J S.,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Jillian S.,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,lunch,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Prerna S.,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Jared B.,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,0
Parth S.,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Himal S.,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Sam T.,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,lunch,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Shiloh R.,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Cara S.,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Tar R.,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Lotus S.,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,,lunch,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Izzi B.,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Cherelle H.,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,lunch,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Mary M.,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,lunch,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Sandra M.,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,0
Freda J.,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,dinner,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Nikita G.,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,lunch,1,0,0,0,ggeYPHJ-MKiVWR5OsgdKmg,1
Samantha K.,Monday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,2.0,dinner,1,0,0,0,M6CCTsxdJ330872oM_QJSw,1
Deirdre G.,Thursday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,2.0,dinner,1,0,0,0,M6CCTsxdJ330872oM_QJSw,1
Angie L.,Tuesday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,2.0,dinner,1,0,0,0,M6CCTsxdJ330872oM_QJSw,1
K. J.,Saturday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,2.0,dinner,1,0,0,0,M6CCTsxdJ330872oM_QJSw,1
Sophia H.,Sunday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,2.0,breakfast,1,0,0,0,M6CCTsxdJ330872oM_QJSw,1
Heather G.,Saturday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,friends,2.0,dinner,1,0,0,0,M6CCTsxdJ330872oM_QJSw,0
Nicolle S.,Sunday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,2.0,breakfast,1,0,0,0,M6CCTsxdJ330872oM_QJSw,1
Fatma H.,Wednesday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,2.0,breakfast,1,0,0,0,M6CCTsxdJ330872oM_QJSw,1
Celia H.,Sunday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,2.0,dinner,1,0,0,0,M6CCTsxdJ330872oM_QJSw,1
Lia M.,Thursday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,2.0,lunch,1,0,0,0,M6CCTsxdJ330872oM_QJSw,1
Jamie Q.,Sunday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,2.0,dinner,1,0,0,0,M6CCTsxdJ330872oM_QJSw,0
Gwen B.,Friday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,2.0,lunch,1,0,0,0,M6CCTsxdJ330872oM_QJSw,1
Sarah A.,Tuesday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,2.0,breakfast,1,0,0,0,M6CCTsxdJ330872oM_QJSw,1
Victoria T.,Monday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,2.0,lunch,1,0,0,0,M6CCTsxdJ330872oM_QJSw,1
Vincent H.,Sunday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,2.0,lunch,1,0,0,0,M6CCTsxdJ330872oM_QJSw,1
Lori K.,Thursday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,friends,4.0,dinner,1,0,0,0,M6CCTsxdJ330872oM_QJSw,1
